co_mun;tiposeade;estadual;federal;municipal;particular;total_geral
3538600;Outros;;;2;1;3
3538600;Unidade Básica de Saúde;;;4;;4
3538600;Unidade de Saúde Mental ;;;1;;1
3538600;Unidade Móvel;;;2;;2
3538709;Clínica;1;;17;234;252
3538709;Consultório Isolado;1;;1;909;911
3538709;Diagnose e Terapia;2;;3;80;85
3538709;Hospital;2;;;6;8
3538709;Outros;4;;4;27;35
3538709;Pronto Atendimento;;;5;;5
3538709;Unidade Básica de Saúde;3;;74;;77
3538709;Unidade de Saúde Mental ;;;4;;4
3538709;Unidade Móvel;;;8;;8
3538709;Vigilância em Saúde;;;1;;1
3538808;Clínica;;;2;16;18
3538808;Consultório Isolado;;;;49;49
3538808;Diagnose e Terapia;;;;9;9
3538808;Hospital;;;;1;1
3538808;Outros;;;3;1;4
3538808;Unidade Básica de Saúde;;;10;;10
3538808;Unidade de Saúde Mental ;;;1;;1
3538907;Clínica;;;;5;5
3538907;Consultório Isolado;;;;44;44
3538907;Diagnose e Terapia;;;1;2;3
3538907;Hospital;;;;2;2
3538907;Outros;;;1;;1
3538907;Unidade Básica de Saúde;3;;9;;12
3538907;Unidade de Saúde Mental ;;;1;;1
3538907;Unidade Móvel;;;1;;1
3538907;Vigilância em Saúde;;;1;;1
3539004;Clínica;;;2;1;3
3539004;Consultório Isolado;;;;15;15
3539004;Diagnose e Terapia;;;;2;2
3539004;Hospital;;;;1;1
3539004;Outros;;;1;;1
3539004;Pronto Atendimento;;;1;;1
3539004;Unidade Básica de Saúde;;;3;;3
3539103;Clínica;;;1;1;2
3539103;Consultório Isolado;;;;3;3
3539103;Diagnose e Terapia;;;;1;1
3539103;Outros;;;2;;2
3539103;Pronto Atendimento;;;1;;1
3539103;Unidade Básica de Saúde;;;4;;4
3539103;Unidade Móvel;;;1;1;2
3539103;Vigilância em Saúde;;;1;;1
3539202;Clínica;;;1;6;7
3539202;Consultório Isolado;;;;13;13
3539202;Diagnose e Terapia;;;;6;6
3539202;Outros;;;2;;2
3539202;Pronto Atendimento;;;1;;1
3539202;Unidade Básica de Saúde;;;9;;9
3539202;Unidade de Saúde Mental ;;;1;;1
3539202;Vigilância em Saúde;;;1;;1
3539301;Clínica;;;4;17;21
3539301;Consultório Isolado;;;;259;259
3539301;Diagnose e Terapia;1;;1;9;11
3539301;Hospital;;1;;4;5
3539301;Outros;;;4;8;12
3539301;Pronto Atendimento;;;1;1;2
3539301;Unidade Básica de Saúde;;;15;1;16
3539301;Unidade de Saúde Mental ;;;3;;3
3539301;Unidade Móvel;;;4;1;5
3539301;Vigilância em Saúde;;;1;;1
3539400;Clínica;;;1;1;2
3539400;Consultório Isolado;;;;2;2
3539400;Diagnose e Terapia;;;;2;2
3539400;Hospital;;;;1;1
3539400;Outros;;;2;;2
3539400;Pronto Atendimento;;;1;;1
3539400;Unidade Básica de Saúde;;;4;;4
3539400;Unidade Móvel;;;1;;1
3539400;Vigilância em Saúde;;;2;;2
3539509;Clínica;;;2;10;12
3539509;Consultório Isolado;;;;42;42
3539509;Diagnose e Terapia;;;;5;5
3539509;Hospital;;;;2;2
3539509;Outros;;;3;10;13
3539509;Pronto Atendimento;;;1;;1
3539509;Unidade Básica de Saúde;;;7;;7
3539509;Unidade de Saúde Mental ;;;1;;1
3539509;Unidade Móvel;;;2;;2
3539608;Diagnose e Terapia;;;1;;1
3539608;Outros;;;1;;1
3539608;Unidade Básica de Saúde;;;2;;2
3539608;Unidade Móvel;;;1;;1
3539707;Outros;;;1;;1
3539707;Unidade Básica de Saúde;;;1;;1
3539806;Clínica;;;4;17;21
3539806;Consultório Isolado;;;;42;42
3539806;Diagnose e Terapia;;;;7;7
3539806;Outros;;;4;;4
3539806;Pronto Atendimento;;;1;;1
3539806;Unidade Básica de Saúde;;;12;;12
3539806;Unidade de Saúde Mental ;;;2;;2
3539806;Vigilância em Saúde;;;2;;2
3539905;Clínica;;;1;1;2
3539905;Consultório Isolado;;;;5;5
3539905;Diagnose e Terapia;;;;1;1
3539905;Outros;;;1;;1
3539905;Unidade Básica de Saúde;;;1;;1
3540002;Clínica;;;7;5;12
3540002;Consultório Isolado;;;;100;100
3540002;Diagnose e Terapia;;;;2;2
3540002;Hospital;;;;1;1
3540002;Outros;;;6;;6
3540002;Pronto Atendimento;;;;1;1
3540002;Unidade Básica de Saúde;;;10;;10
3540002;Unidade de Saúde Mental ;;;1;;1
3540002;Unidade Móvel;;;1;;1
3540002;Vigilância em Saúde;;;2;;2
3540101;Outros;;;1;;1
3540101;Unidade Básica de Saúde;;;1;;1
3540200;Clínica;;;2;5;7
3540200;Consultório Isolado;;;;48;48
3540200;Diagnose e Terapia;;;;15;15
3540200;Hospital;;;;1;1
3540200;Outros;;;3;2;5
3540200;Pronto Atendimento;;;1;;1
3540200;Unidade Básica de Saúde;1;;11;1;13
3540200;Unidade de Saúde Mental ;;;1;;1
3540200;Unidade Móvel;;;1;;1
3540200;Vigilância em Saúde;;;2;;2
3540259;Outros;;;1;;1
3540259;Unidade Básica de Saúde;;;1;;1
3540309;Consultório Isolado;;;;1;1
3540309;Outros;;;1;;1
3540309;Unidade Básica de Saúde;;;2;;2
3540408;Consultório Isolado;;;;3;3
3540408;Diagnose e Terapia;;;;1;1
3540408;Hospital;;;;1;1
3540408;Outros;;;2;;2
3540408;Unidade Básica de Saúde;;;1;;1
3540507;Clínica;;;1;2;3
3540507;Consultório Isolado;;;;6;6
3540507;Diagnose e Terapia;;;;1;1
3540507;Outros;;;2;;2
3540507;Pronto Atendimento;;;1;;1
3540507;Unidade Básica de Saúde;;;3;;3
3540606;Clínica;;;1;16;17
3540606;Consultório Isolado;;;;64;64
3540606;Diagnose e Terapia;;;;6;6
3540606;Hospital;;;;1;1
3540606;Outros;;;5;1;6
3540606;Pronto Atendimento;;;;1;1
3540606;Unidade Básica de Saúde;1;;9;;10
3540606;Unidade de Saúde Mental ;;;1;;1
3540606;Vigilância em Saúde;;;1;;1
3540705;Clínica;;;3;14;17
3540705;Consultório Isolado;;;;170;170
3540705;Diagnose e Terapia;;;1;16;17
3540705;Hospital;;;;1;1
3540705;Outros;;;3;2;5
3540705;Pronto Atendimento;;;;1;1
3540705;Unidade Básica de Saúde;;;12;;12
3540705;Unidade de Saúde Mental ;;;1;;1
3540705;Vigilância em Saúde;;;2;;2
3540754;Clínica;;;1;1;2
3540754;Consultório Isolado;;;;1;1
3540754;Diagnose e Terapia;;;;2;2
3540754;Outros;;;7;1;8
3540754;Unidade Básica de Saúde;2;;7;;9
3540754;Unidade de Saúde Mental ;;;1;;1
3540754;Unidade Móvel;;;1;;1
3540804;Clínica;;;1;2;3
3540804;Consultório Isolado;;;;11;11
3540804;Diagnose e Terapia;;;;3;3
3540804;Hospital;;;;1;1
3540804;Outros;;;2;;2
3540804;Unidade Básica de Saúde;;;4;;4
3540853;Outros;;;1;;1
3540853;Unidade Básica de Saúde;1;;1;;2
3540903;Clínica;;;1;3;4
3540903;Consultório Isolado;;;;16;16
3540903;Diagnose e Terapia;;;;2;2
3540903;Outros;;;3;;3
3540903;Pronto Atendimento;;;1;1;2
3540903;Unidade Básica de Saúde;;;3;;3
3540903;Unidade Móvel;;;1;;1
3540903;Vigilância em Saúde;;;1;;1
3541000;Clínica;;;8;80;88
3541000;Consultório Isolado;;;;167;167
3541000;Diagnose e Terapia;;;;34;34
3541000;Hospital;1;;2;4;7
3541000;Outros;;;4;18;22
3541000;Pronto Atendimento;;;2;3;5
3541000;Unidade Básica de Saúde;1;;31;;32
3541000;Unidade de Saúde Mental ;;;4;;4
3541000;Unidade Móvel;;;13;;13
3541000;Vigilância em Saúde;;;1;;1
3541059;Clínica;;;1;;1
3541059;Consultório Isolado;;;;1;1
3541059;Outros;;;1;;1
3541059;Unidade Básica de Saúde;;;1;;1
3541109;Outros;;;1;;1
3541109;Unidade Básica de Saúde;;;2;;2
3541208;Clínica;;;;5;5
3541208;Consultório Isolado;;;;13;13
3541208;Diagnose e Terapia;;;;2;2
3541208;Hospital;;;;1;1
3541208;Outros;;;2;;2
3541208;Unidade Básica de Saúde;2;;7;;9
3541208;Unidade de Saúde Mental ;;;1;;1
3541208;Vigilância em Saúde;;;2;;2
3541307;Clínica;;;1;3;4
3541307;Consultório Isolado;;;1;48;49
3541307;Diagnose e Terapia;;;;11;11
3541307;Hospital;;;;1;1
3541307;Outros;;;2;2;4
3541307;Unidade Básica de Saúde;;;13;;13
3541307;Unidade de Saúde Mental ;;;1;;1
3541307;Vigilância em Saúde;;;2;;2
3541406;Clínica;2;;7;98;107
3541406;Consultório Isolado;;;;946;946
3541406;Diagnose e Terapia;2;;1;43;46
3541406;Hospital;2;;;12;14
3541406;Outros;2;;6;40;48
3541406;Pronto Atendimento;;;4;;4
3541406;Unidade Básica de Saúde;2;;32;;34
3541406;Unidade de Saúde Mental ;;;4;;4
3541406;Unidade Móvel;;;;2;2
3541406;Vigilância em Saúde;;;1;;1
3541505;Clínica;;;;4;4
3541505;Consultório Isolado;;;;92;92
3541505;Diagnose e Terapia;;;;9;9
3541505;Hospital;;;;1;1
3541505;Outros;1;;2;1;4
3541505;Unidade Básica de Saúde;2;;10;;12
3541505;Unidade de Saúde Mental ;;;1;;1
3541505;Unidade Móvel;;;;1;1
3541505;Vigilância em Saúde;;;1;;1
3541604;Clínica;1;;2;3;6
3541604;Consultório Isolado;;;;52;52
3541604;Diagnose e Terapia;;;;6;6
3541604;Hospital;1;;;;1
3541604;Outros;;;1;1;2
3541604;Unidade Básica de Saúde;;;11;;11
3541604;Unidade de Saúde Mental ;;;1;;1
3541653;Consultório Isolado;;;;1;1
3541653;Outros;;;2;;2
3541653;Unidade Básica de Saúde;;;1;;1
3541653;Unidade Móvel;;;1;;1
3541703;Clínica;;;1;1;2
3541703;Consultório Isolado;;;;21;21
3541703;Diagnose e Terapia;;;1;2;3
3541703;Outros;;;3;1;4
3541703;Pronto Atendimento;;;1;1;2
3541703;Unidade Básica de Saúde;;;5;;5
3541703;Unidade de Saúde Mental ;;;1;;1
3541703;Vigilância em Saúde;;;1;;1
3541802;Outros;;;1;;1
3541802;Unidade Básica de Saúde;;;2;;2
3541901;Clínica;;;1;1;2
3541901;Hospital;;;1;;1
3541901;Outros;;;4;;4
3541901;Unidade Básica de Saúde;;;4;;4
3541901;Unidade Móvel;;;1;;1
3542008;Clínica;;;2;1;3
3542008;Consultório Isolado;;;;7;7
3542008;Diagnose e Terapia;;;;1;1
3542008;Outros;;;3;;3
3542008;Pronto Atendimento;;;;1;1
3542008;Unidade Básica de Saúde;;;4;;4
3542008;Vigilância em Saúde;;;1;;1
3542107;Consultório Isolado;;;;1;1
3542107;Outros;;;1;;1
3542107;Unidade Básica de Saúde;;;3;;3
3542206;Clínica;;;;6;6
3542206;Consultório Isolado;;;;52;52
3542206;Diagnose e Terapia;;;;8;8
3542206;Hospital;;;;1;1
3542206;Outros;;;2;;2
3542206;Unidade Básica de Saúde;;;11;1;12
3542206;Unidade de Saúde Mental ;;;2;;2
3542206;Vigilância em Saúde;;;1;;1
3542305;Consultório Isolado;;;;1;1
3542305;Outros;;;1;;1
3542305;Unidade Básica de Saúde;;;2;;2
3542305;Unidade Móvel;;;1;;1
3542404;Consultório Isolado;;;;20;20
3542404;Diagnose e Terapia;;;;4;4
3542404;Hospital;;;;1;1
3542404;Outros;;;1;;1
3542404;Unidade Básica de Saúde;;;9;;9
3542404;Unidade de Saúde Mental ;;;1;;1
3542404;Unidade Móvel;;;1;;1
3542503;Clínica;;;;1;1
3542503;Consultório Isolado;;;;3;3
3542503;Diagnose e Terapia;;;;1;1
3542503;Outros;;;1;;1
3542503;Unidade Básica de Saúde;2;;2;;4
3542602;Clínica;;;6;23;29
3542602;Consultório Isolado;;;;64;64
3542602;Diagnose e Terapia;;;1;14;15
3542602;Hospital;1;;;2;3
3542602;Outros;3;1;4;5;13
3542602;Pronto Atendimento;;;1;;1
3542602;Unidade Básica de Saúde;1;;18;;19
3542602;Unidade de Saúde Mental ;;;2;;2
3542602;Vigilância em Saúde;;;2;;2
3542701;Clínica;;;1;;1
3542701;Outros;;;1;;1
3542701;Unidade Básica de Saúde;;;3;;3
3542701;Vigilância em Saúde;;;1;;1
3542800;Clínica;;;1;;1
3542800;Outros;;;2;;2
3542800;Pronto Atendimento;;;1;;1
3542800;Unidade Básica de Saúde;;;3;;3
3542800;Unidade Móvel;;;1;;1
3542909;Clínica;;;1;2;3
3542909;Consultório Isolado;;;;25;25
3542909;Hospital;;;;1;1
3542909;Outros;;;1;;1
3542909;Pronto Atendimento;;;1;;1
3542909;Unidade Básica de Saúde;;;3;;3
3543006;Clínica;;;;3;3
3543006;Consultório Isolado;;;;2;2
3543006;Diagnose e Terapia;;;;1;1
3543006;Hospital;;;1;;1
3543006;Outros;;;4;;4
3543006;Unidade Básica de Saúde;;;5;;5
3543006;Unidade Móvel;;;1;;1
3543105;Clínica;;;1;;1
3543105;Consultório Isolado;;;1;;1
3543105;Outros;;;1;;1
3543105;Unidade Básica de Saúde;;;2;;2
3543204;Clínica;;;1;;1
3543204;Outros;;;1;;1
3543204;Unidade Básica de Saúde;;;1;;1
3543238;Outros;;;1;;1
3543238;Unidade Básica de Saúde;;;1;;1
3543253;Clínica;;;1;1;2
3543253;Outros;;;2;;2
3543253;Unidade Básica de Saúde;;;1;;1
3543303;Clínica;;;4;36;40
3543303;Consultório Isolado;;;;68;68
3543303;Diagnose e Terapia;;;;12;12
3543303;Hospital;;;1;1;2
3543303;Outros;;;3;3;6
3543303;Pronto Atendimento;;;1;;1
3543303;Unidade Básica de Saúde;;;12;;12
3543303;Unidade de Saúde Mental ;;;3;;3
3543303;Vigilância em Saúde;;;1;;1
3543402;Clínica;4;;11;652;667
3543402;Consultório Isolado;;;;2.095;2.095
3543402;Diagnose e Terapia;2;;1;110;113
3543402;Hospital;3;;1;21;25
3543402;Outros;6;;3;96;105
3543402;Pronto Atendimento;;;4;3;7
3543402;Unidade Básica de Saúde;3;;49;;52
3543402;Unidade de Saúde Mental ;;;5;1;6
3543402;Unidade Móvel;;;18;4;22
3543402;Vigilância em Saúde;;;1;;1
3543501;Outros;;;2;;2
3543501;Pronto Atendimento;;;1;;1
3543501;Unidade Básica de Saúde;;;1;;1
3543600;Clínica;;;2;;2
3543600;Diagnose e Terapia;;;1;1;2
3543600;Outros;;;1;;1
3543600;Unidade Básica de Saúde;;;2;;2
3543709;Clínica;;;;1;1
3543709;Consultório Isolado;;;;5;5
3543709;Diagnose e Terapia;;;1;1;2
3543709;Outros;;;1;;1
3543709;Pronto Atendimento;;;1;;1
3543709;Unidade Básica de Saúde;;;3;;3
3543808;Clínica;;;1;;1
3543808;Consultório Isolado;;;;1;1
3543808;Diagnose e Terapia;;;;2;2
3543808;Hospital;;;;1;1
3543808;Outros;;;1;;1
3543808;Unidade Básica de Saúde;;;4;;4
3543907;Clínica;1;;5;111;117
3543907;Consultório Isolado;;;2;562;564
3543907;Diagnose e Terapia;1;;1;41;43
3543907;Hospital;;;;5;5
3543907;Outros;;;10;12;22
3543907;Pronto Atendimento;;;2;;2
3543907;Unidade Básica de Saúde;2;;21;1;24
3543907;Unidade de Saúde Mental ;;;3;;3
3543907;Unidade Móvel;;;3;;3
3543907;Vigilância em Saúde;;;2;;2
3544004;Clínica;;;1;8;9
3544004;Consultório Isolado;;;;72;72
3544004;Diagnose e Terapia;;;;4;4
3544004;Hospital;;;;2;2
3544004;Outros;;;1;;1
3544004;Unidade Básica de Saúde;;;3;;3
3544004;Unidade de Saúde Mental ;;;1;;1
3544103;Clínica;;;2;1;3
3544103;Consultório Isolado;;;1;2;3
3544103;Diagnose e Terapia;;;;1;1
3544103;Outros;;;3;;3
3544103;Pronto Atendimento;;;1;;1
3544103;Unidade Básica de Saúde;;;8;;8
3544103;Unidade de Saúde Mental ;;;1;;1
3544103;Vigilância em Saúde;;;1;;1
3544202;Clínica;;;1;1;2
3544202;Consultório Isolado;;;;2;2
3544202;Diagnose e Terapia;;;;1;1
3544202;Hospital;;;;1;1
3544202;Outros;;;1;;1
3544202;Unidade Básica de Saúde;2;;4;;6
3544202;Unidade de Saúde Mental ;;;1;;1
3544202;Unidade Móvel;;;1;;1
3544251;Clínica;;;;2;2
3544251;Consultório Isolado;;;;16;16
3544251;Diagnose e Terapia;;;;5;5
3544251;Hospital;1;;;;1
3544251;Outros;;;1;1;2
3544251;Unidade Básica de Saúde;;;9;;9
3544251;Unidade de Saúde Mental ;;;1;;1
3544301;Clínica;;;1;2;3
3544301;Consultório Isolado;;;;2;2
3544301;Diagnose e Terapia;;;;2;2
3544301;Outros;;;2;;2
3544301;Unidade Básica de Saúde;;;5;;5
3544301;Unidade Móvel;;;;1;1
3544400;Consultório Isolado;;;;1;1
3544400;Outros;;;1;;1
3544400;Unidade Básica de Saúde;;;2;;2
3544400;Vigilância em Saúde;;;1;;1
3544509;Outros;;;1;;1
3544509;Unidade Básica de Saúde;;;2;;2
3544608;Consultório Isolado;;;;2;2
3544608;Outros;;;2;;2
3544608;Unidade Básica de Saúde;;;3;;3
3544707;Outros;;;1;;1
3544707;Unidade Básica de Saúde;;;1;;1
3544806;Diagnose e Terapia;;;;2;2
3544806;Outros;;;1;;1
3544806;Unidade Básica de Saúde;;;3;;3
3544905;Clínica;;;;3;3
3544905;Consultório Isolado;;;;36;36
3544905;Diagnose e Terapia;;;1;4;5
3544905;Hospital;;;;1;1
3544905;Outros;;;2;1;3
3544905;Pronto Atendimento;;;1;;1
3544905;Unidade Básica de Saúde;;;4;;4
3544905;Vigilância em Saúde;;;1;;1
3545001;Clínica;;;1;;1
3545001;Consultório Isolado;;;;3;3
3545001;Diagnose e Terapia;;;1;;1
3545001;Hospital;;;;1;1
3545001;Outros;;;3;;3
3545001;Unidade Básica de Saúde;;;2;;2
3545001;Unidade Móvel;;;1;;1
3545001;Vigilância em Saúde;;;2;;2
3545100;Outros;;;1;;1
3545100;Unidade Básica de Saúde;;;3;;3
3545159;Clínica;;;1;;1
3545159;Consultório Isolado;;;;3;3
3545159;Diagnose e Terapia;;;;1;1
3545159;Outros;;;1;;1
3545159;Unidade Básica de Saúde;;;2;;2
3545209;Clínica;;;7;21;28
3545209;Consultório Isolado;;;1;166;167
3545209;Diagnose e Terapia;;;;6;6
3545209;Hospital;;;1;;1
3545209;Outros;;;7;6;13
3545209;Unidade Básica de Saúde;;;10;;10
3545209;Unidade de Saúde Mental ;;;3;;3
3545209;Unidade Móvel;;;;1;1
3545209;Vigilância em Saúde;;;2;;2
3545308;Clínica;;;1;5;6
3545308;Consultório Isolado;;;;50;50
3545308;Diagnose e Terapia;;;1;6;7
3545308;Hospital;;;1;1;2
3545308;Outros;;;3;5;8
3545308;Unidade Básica de Saúde;;;10;;10
3545308;Unidade de Saúde Mental ;;;2;;2
3545308;Vigilância em Saúde;;;2;;2
3545407;Consultório Isolado;;;;1;1
3545407;Diagnose e Terapia;;;;3;3
3545407;Hospital;;;;1;1
3545407;Outros;;;1;;1
3545407;Unidade Básica de Saúde;;;3;;3
3545506;Consultório Isolado;;;;1;1
3545506;Outros;;;1;;1
3545506;Unidade Básica de Saúde;;;2;;2
3545605;Clínica;;;1;1;2
3545605;Consultório Isolado;;;;23;23
3545605;Diagnose e Terapia;;;;3;3
3545605;Hospital;;;;1;1
3545605;Outros;;;3;;3
3545605;Unidade Básica de Saúde;;;6;;6
3545704;Consultório Isolado;;;;3;3
3545704;Diagnose e Terapia;;;;1;1
3545704;Outros;;;1;;1
3545704;Unidade Básica de Saúde;;;2;;2
3545704;Unidade Móvel;;;1;;1
3545803;Clínica;1;;5;29;35
3545803;Consultório Isolado;;;;300;300
3545803;Diagnose e Terapia;;;1;25;26
3545803;Hospital;;;;3;3
3545803;Outros;;;3;6;9
3545803;Pronto Atendimento;;;2;;2
3545803;Unidade Básica de Saúde;;;18;;18
3545803;Unidade de Saúde Mental ;;;3;;3
3545803;Unidade Móvel;1;;;;1
3545803;Vigilância em Saúde;;;1;;1
3546009;Clínica;;;;3;3
3546009;Consultório Isolado;;;;3;3
3546009;Diagnose e Terapia;;;;1;1
3546009;Outros;;;1;;1
3546009;Pronto Atendimento;;;1;;1
3546009;Unidade Básica de Saúde;;;2;;2
3546009;Unidade Móvel;;;1;;1
3546009;Vigilância em Saúde;;;1;;1
3546108;Clínica;;;1;;1
3546108;Consultório Isolado;;;;1;1
3546108;Outros;;;1;;1
3546108;Unidade Básica de Saúde;;;1;;1
3546207;Diagnose e Terapia;;;;1;1
3546207;Outros;;;1;;1
3546207;Unidade Básica de Saúde;;;2;;2
3546256;Clínica;;;1;;1
3546256;Outros;;;2;;2
3546256;Pronto Atendimento;;;1;;1
3546256;Unidade Básica de Saúde;;;2;;2
3546256;Unidade Móvel;;;1;;1
3546256;Vigilância em Saúde;;;1;;1
3546306;Clínica;;;1;8;9
3546306;Consultório Isolado;;;;50;50
3546306;Diagnose e Terapia;;;;7;7
3546306;Hospital;;;;1;1
3546306;Outros;;;2;;2
3546306;Pronto Atendimento;;;;1;1
3546306;Unidade Básica de Saúde;;;6;;6
3546306;Unidade de Saúde Mental ;;;1;;1
3546306;Unidade Móvel;;;2;;2
3546405;Clínica;;;2;14;16
3546405;Consultório Isolado;;;1;126;127
3546405;Diagnose e Terapia;;;3;10;13
3546405;Hospital;;;;1;1
3546405;Outros;;;3;5;8
3546405;Pronto Atendimento;;;1;;1
3546405;Unidade Básica de Saúde;;;10;;10
3546405;Unidade de Saúde Mental ;;;1;;1
3546405;Unidade Móvel;;;3;;3
3546504;Consultório Isolado;;;;4;4
3546504;Outros;;;1;;1
3546504;Unidade Básica de Saúde;;;1;;1
3546603;Clínica;1;;4;29;34
3546603;Consultório Isolado;;;;86;86
3546603;Diagnose e Terapia;;;1;9;10
3546603;Hospital;;;;1;1
3546603;Outros;;;3;7;10
3546603;Pronto Atendimento;;;2;;2
3546603;Unidade Básica de Saúde;;;9;;9
3546603;Unidade de Saúde Mental ;;;1;;1
3546603;Unidade Móvel;;;1;2;3
3546603;Vigilância em Saúde;;;1;;1
3546702;Clínica;;;4;3;7
3546702;Consultório Isolado;;;1;27;28
3546702;Diagnose e Terapia;;;1;2;3
3546702;Outros;;;2;1;3
3546702;Pronto Atendimento;;;1;;1
3546702;Unidade Básica de Saúde;;;5;;5
3546702;Unidade de Saúde Mental ;;;1;;1
3546702;Unidade Móvel;;;1;;1
3546801;Clínica;;;3;6;9
3546801;Consultório Isolado;;;;18;18
3546801;Diagnose e Terapia;;;;2;2
3546801;Hospital;;;;1;1
3546801;Outros;;;4;3;7
3546801;Pronto Atendimento;;;1;;1
3546801;Unidade Básica de Saúde;;;12;;12
3546801;Unidade de Saúde Mental ;;;1;;1
3546801;Unidade Móvel;;;2;;2
3546900;Clínica;;;1;;1
3546900;Outros;;;1;;1
3546900;Pronto Atendimento;;;1;;1
3546900;Unidade Básica de Saúde;;;2;;2
3547007;Clínica;;;1;;1
3547007;Consultório Isolado;;;;2;2
3547007;Outros;;;1;;1
3547007;Unidade Básica de Saúde;;;3;;3
3547007;Vigilância em Saúde;;;1;;1
3547106;Clínica;;;1;;1
3547106;Consultório Isolado;;;;2;2
3547106;Outros;;;1;;1
3547106;Unidade Básica de Saúde;;;3;;3
3547106;Vigilância em Saúde;;;1;;1
3547205;Clínica;;;1;;1
3547205;Outros;;;1;;1
3547205;Unidade Básica de Saúde;;;1;;1
3547304;Clínica;;;4;17;21
3547304;Consultório Isolado;;;;39;39
3547304;Diagnose e Terapia;;;;5;5
3547304;Hospital;;;2;;2
3547304;Outros;;;4;8;12
3547304;Pronto Atendimento;;;2;;2
3547304;Unidade Básica de Saúde;;;13;;13
3547304;Unidade de Saúde Mental ;;;3;;3
3547304;Unidade Móvel;;;2;;2
3547403;Clínica;;;1;;1
3547403;Outros;;;2;;2
3547403;Unidade Básica de Saúde;;;1;;1
3547502;Clínica;;;3;6;9
3547502;Consultório Isolado;;;;58;58
3547502;Diagnose e Terapia;;;;4;4
3547502;Hospital;1;;;1;2
3547502;Outros;;;1;2;3
3547502;Unidade Básica de Saúde;;;6;;6
3547502;Unidade de Saúde Mental ;1;;;;1
3547502;Unidade Móvel;;;1;;1
3547601;Clínica;;;1;5;6
3547601;Consultório Isolado;;;;56;56
3547601;Diagnose e Terapia;;;;3;3
3547601;Hospital;;;;1;1
3547601;Outros;;;1;;1
3547601;Pronto Atendimento;;;1;;1
3547601;Unidade Básica de Saúde;;;4;;4
3547601;Unidade de Saúde Mental ;;;1;;1
3547601;Unidade Móvel;;;1;;1
3547601;Vigilância em Saúde;;;2;;2
3547650;Outros;;;1;;1
3547650;Unidade Básica de Saúde;;;1;;1
3547700;Clínica;;;1;2;3
3547700;Consultório Isolado;;;;33;33
3547700;Diagnose e Terapia;;;;3;3
3547700;Hospital;;;;1;1
3547700;Outros;;;1;;1
3547700;Unidade Básica de Saúde;;;6;;6
3547700;Unidade de Saúde Mental ;;;1;;1
3547700;Vigilância em Saúde;;;1;;1
3547809;Clínica;;;14;753;767
3547809;Consultório Isolado;;;;173;173
3547809;Diagnose e Terapia;1;;1;51;53
3547809;Hospital;2;;2;12;16
3547809;Outros;1;;8;62;71
3547809;Pronto Atendimento;;;7;3;10
3547809;Unidade Básica de Saúde;1;;35;1;37
3547809;Unidade de Saúde Mental ;;;5;;5
3547809;Unidade Móvel;;;20;1;21
3547809;Vigilância em Saúde;1;;1;;2
3547908;Clínica;;;2;1;3
3547908;Consultório Isolado;;;;2;2
3547908;Diagnose e Terapia;;;2;1;3
3547908;Outros;;;4;;4
3547908;Unidade Básica de Saúde;;;6;;6
3547908;Unidade Móvel;;;1;;1
3547908;Vigilância em Saúde;;;1;;1
3548005;Clínica;;;2;6;8
3548005;Consultório Isolado;;;;22;22
3548005;Diagnose e Terapia;;;;4;4
3548005;Outros;;;2;1;3
3548005;Pronto Atendimento;;;1;;1
3548005;Unidade Básica de Saúde;;;7;;7
3548005;Unidade de Saúde Mental ;;;1;;1
3548054;Diagnose e Terapia;;;;1;1
3548054;Outros;;;1;;1
3548054;Unidade Básica de Saúde;;;3;;3
3548104;Clínica;;;1;;1
3548104;Consultório Isolado;;;;3;3
3548104;Outros;;;1;;1
3548104;Unidade Básica de Saúde;;;2;;2
3548104;Unidade Móvel;;;1;;1
3548203;Clínica;;;1;1;2
3548203;Consultório Isolado;;;;1;1
3548203;Outros;;;4;;4
3548203;Pronto Atendimento;;;1;;1
3548203;Unidade Básica de Saúde;;;10;;10
3548203;Unidade Móvel;;;1;;1
3548302;Clínica;;;1;;1
3548302;Outros;;;2;;2
3548302;Unidade Básica de Saúde;;;2;;2
3548302;Vigilância em Saúde;;;1;;1
3548401;Outros;;;1;;1
3548401;Unidade Básica de Saúde;;;1;;1
3548401;Vigilância em Saúde;;;1;;1
3548500;Clínica;1;;15;231;247
3548500;Consultório Isolado;;;1;1.402;1.403
3548500;Diagnose e Terapia;1;;1;84;86
3548500;Hospital;2;;3;23;28
3548500;Outros;4;;5;44;53
3548500;Pronto Atendimento;;;4;;4
3548500;Unidade Básica de Saúde;1;;35;;36
3548500;Unidade de Saúde Mental ;;;9;;9
3548500;Unidade Móvel;;;21;8;29
3548609;Consultório Isolado;;;;8;8
3548609;Diagnose e Terapia;;;;1;1
3548609;Hospital;;;;1;1
3548609;Outros;;;1;3;4
3548609;Pronto Atendimento;;;1;;1
3548609;Unidade Básica de Saúde;;;4;;4
3548609;Unidade Móvel;;;1;;1
3548708;Clínica;;;9;388;397
3548708;Consultório Isolado;;;1;651;652
3548708;Diagnose e Terapia;;;2;51;53
3548708;Hospital;;;5;20;25
3548708;Outros;1;;9;47;57
3548708;Pronto Atendimento;;;11;1;12
3548708;Unidade Básica de Saúde;1;;36;1;38
3548708;Unidade de Saúde Mental ;;;9;;9
